ID;Species;Location;Date.Collected;NoIndiv;Dry.Mass.mg;Dry.Mass.mg.Average;Dry.Mass.mg.Range.;DryMass;Body.Length.mm;Body.Length.mm.Average;Body.Length.mm.Range;BodyL;Head.Width.mm;Head.Width.mm.Average;Head.Width.mm.Range;HeadW;d13C;C Amount (ug);d15N;N.Amount.ug;Issues
E97-E98;Erythemis;NicksPond;7/14/2015;2;2.9,2.7;2.8;0.2;2.8;NA;NA;NA;NA;2.396,2.33;2.363;0.066;2.363;-29.43;507.38;2.37;122.35;
E33-E35;Erythemis;NicksPond;7/14/2015;2;2.7,3.0;2.85;0.3;2.85;NA;NA;NA;NA;3.829,3.464;36.465;0.365;36.465;-29.89;548.95;2.78;140.75;
Er41-1J;Erythemis;DC108_1;09/04/2013;1;2.9;NA;NA;2.9;NA;NA;NA;NA;2.56;NA;NA;2.56;-29.95;367.44;1.83;88.2;
Er42-1J;Erythemis;DC108_1;09/04/2013;1;2.9;NA;NA;2.9;NA;NA;NA;NA;2.67;NA;NA;2.67;-29.19;310.59;1.5;74.27;
E4;Erythemis;NicksPond;7/14/2015;1;2.9;NA;NA;2.9;NA;NA;NA;NA;3.037;NA;NA;3.037;-28.43;243.4;2.71;57.67;
Er46;Erythemis;Huntsville;08/10/2010;1;3;NA;NA;3;NA;NA;NA;NA;2.52;NA;NA;2.52;-26.39;483.96;2.75;115.37;
Er63- Er67;Erythemis;DC108_1;09/04/2013;2;3.1,2.9;3;0.2;3;NA;NA;NA;NA;2.62,2.14;2.38;0.48;2.38;-29.53;338.97;1.37;82.09;
Er47- Er51;Erythemis;DC108_1;09/04/2013;2;3,3.1;3.05;0.1;3.05;NA;NA;NA;NA;2.63,2.68;2.655;0.05;2.655;-29.3;398.11;1.29;94.53;
Er52-Er53;Erythemis;NicksPond;7/30/2015;2;3.1,3;3.05;0.1;3.05;NA;NA;NA;NA;2.663,2.676;26.695;0.013;26.695;-31.45;459.89;2.1;112.87;
Er15-1D;Erythemis;Huntsville;08/10/2010;1;3.1;NA;NA;3.1;NA;NA;NA;NA;2.905;NA;NA;2.905;-26.31;291.57;2.76;71.41;
E6;Erythemis;NicksPond;7/14/2015;1;3.1;NA;NA;3.1;NA;NA;NA;NA;2.942;NA;NA;2.942;-28.34;207.74;2.84;53.96;
Er24-1D;Erythemis;Huntsville;08/10/2010;1;3.1;NA;NA;3.1;NA;NA;NA;NA;3.026;NA;NA;3.026;-26.01;270.23;2.75;65.22;
E29;Erythemis;NicksPond;7/14/2015;1;3.1;NA;NA;3.1;NA;NA;NA;NA;3.105;NA;NA;3.105;-30.8;261.28;2.1;66.54;
Er45-1D;Erythemis;Huntsville;08/10/2010;1;3.2;NA;NA;3.2;NA;NA;NA;NA;2.486;NA;NA;2.486;-26.16;420.26;2.72;99.67;
E15;Erythemis;NicksPond;7/14/2015;1;3.3;NA;NA;3.3;NA;NA;NA;NA;3.273;NA;NA;3.273;-27.49;325.65;2.57;82.21;
Er42-1D;Erythemis;Huntsville;08/10/2010;1;3.4;NA;NA;3.4;NA;NA;NA;NA;3.339;NA;NA;3.339;-24.85;218.09;2.69;54.54;
Er37;Erythemis;DC108_1;09/04/2013;1;3.4;NA;NA;3.4;NA;NA;NA;NA;3.36;NA;NA;3.36;-29.71;357.94;1.8;89.9;
Er25-1N;Erythemis;NicksPond;7/30/2015;1;3.5;NA;NA;3.5;NA;NA;NA;NA;2.374;NA;NA;2.374;-30.97;152.19;2.04;34.95;
Er58-1J;Erythemis;DC108_1;09/04/2013;1;3.5;NA;NA;3.5;NA;NA;NA;NA;2.79;NA;NA;2.79;-29.18;245.71;1.74;62.02;
Er45-1J;Erythemis;DC108_1;09/04/2013;1;3.5;NA;NA;3.5;NA;NA;NA;NA;2.97;NA;NA;2.97;-30.5;350.56;2.19;82.77;
Er58-1D;Erythemis;Huntsville;08/10/2010;1;3.5;NA;NA;3.5;NA;NA;NA;NA;3.036;NA;NA;3.036;-27.06;314.01;3.11;76.23;
E37;Erythemis;NicksPond;7/14/2015;1;3.5;NA;NA;3.5;NA;NA;NA;NA;3.343;NA;NA;3.343;-27.03;309.79;2.96;78.14;
E38;Erythemis;NicksPond;7/14/2015;1;3.5;NA;NA;3.5;NA;NA;NA;NA;3.346;NA;NA;3.346;-29.77;333.06;2.81;80.86;
E20;Erythemis;NicksPond;7/14/2015;1;3.5;NA;NA;3.5;NA;NA;NA;NA;3.749;NA;NA;3.749;-28.37;562.98;3.06;149.57;
Er38-1J;Erythemis;DC108_1;09/04/2013;1;3.6;NA;NA;3.6;NA;NA;NA;NA;2.55;NA;NA;2.55;-30.26;309.54;1.58;71.66;
Er15-1N;Erythemis;NicksPond;7/30/2015;1;3.6;NA;NA;3.6;NA;NA;NA;NA;2.799;NA;NA;2.799;-31.67;395.4;1.98;102.88;
E36;Erythemis;NicksPond;7/14/2015;1;3.6;NA;NA;3.6;NA;NA;NA;NA;3.98;NA;NA;3.98;-27.46;184.72;2.8;52.46;
Er11-1N;Erythemis;NicksPond;7/30/2015;1;3.7;NA;NA;3.7;NA;NA;NA;NA;2.468;NA;NA;2.468;-30.44;305.65;1.8;79.19;
Er48-1J;Erythemis;DC108_1;09/04/2013;1;3.7;NA;NA;3.7;NA;NA;NA;NA;2.76;NA;NA;2.76;-27.73;237.37;1.37;58.73;
E23;Erythemis;NicksPond;7/14/2015;1;3.7;NA;NA;3.7;NA;NA;NA;NA;3.523;NA;NA;3.523;-27.87;612.75;3.21;164.89;
Er56-1J;Erythemis;DC108_1;09/04/2013;1;3.8;NA;NA;3.8;NA;NA;NA;NA;2.57;NA;NA;2.57;-30.08;473.6;1.27;118.01;
Er51-1N;Erythemis;NicksPond;7/30/2015;1;3.8;NA;NA;3.8;NA;NA;NA;NA;2.579;NA;NA;2.579;-31.85;246.16;2.11;55.08;
Er53-1J;Erythemis;DC108_1;09/04/2013;1;3.9;NA;NA;3.9;NA;NA;NA;NA;2.9;NA;NA;2.9;-29;795.54;1.04;183.12;
Er41-1D;Erythemis;Huntsville;08/10/2010;1;3.9;NA;NA;3.9;NA;NA;NA;NA;2.958;NA;NA;2.958;-25.17;358.99;2.52;89.02;
Er57-1D;Erythemis;Huntsville;08/10/2010;1;3.9;NA;NA;3.9;NA;NA;NA;NA;3.079;NA;NA;3.079;-25.34;379.39;2.77;98.33;
E34;Erythemis;NicksPond;7/14/2015;1;3.9;NA;NA;3.9;NA;NA;NA;NA;4.11;NA;NA;4.11;-27.48;216.12;2.12;58.22;
Er50-1N;Erythemis;NicksPond;7/30/2015;1;4;NA;NA;4;NA;NA;NA;NA;2.45;NA;NA;2.45;-30.63;231.33;1.78;52.01;
Er69-1J;Erythemis;DC108_1;09/04/2013;1;4;NA;NA;4;NA;NA;NA;NA;2.75;NA;NA;2.75;-29.19;213.43;2.1;51.35;
E21;Erythemis;NicksPond;7/14/2015;1;4;NA;NA;4;NA;NA;NA;NA;4.016;NA;NA;4.016;-29.84;502.66;3.29;136.09;
E14;Erythemis;NicksPond;7/14/2015;1;4;NA;NA;4;NA;NA;NA;NA;4.079;NA;NA;4.079;-26.91;253.92;2.65;66.51;
Er55-1D;Erythemis;Huntsville;08/10/2010;1;4.1;NA;NA;4.1;NA;NA;NA;NA;2.802;NA;NA;2.802;-21.3;524.04;2.16;123.73;
Er40-1J;Erythemis;DC108_1;09/04/2013;1;4.2;NA;NA;4.2;NA;NA;NA;NA;3.3;NA;NA;3.3;-29.72;492.83;1.92;122.52;
Er52;Erythemis;DC108_1;09/04/2013;1;4.3;NA;NA;4.3;NA;NA;NA;NA;2.75;NA;NA;2.75;-29.91;636.04;1.81;138.27;
Er53-1D;Erythemis;Huntsville;08/10/2010;1;4.3;NA;NA;4.3;NA;NA;NA;NA;2.961;NA;NA;2.961;-25.98;374.02;3.1;90.01;
Er55-1O;Erythemis;NicksPond;7/30/2015;1;4.3;NA;NA;4.3;NA;NA;NA;NA;2.98;NA;NA;2.98;-31.4;437.12;2.19;108.2;
Er63;Erythemis;Huntsville;08/10/2010;1;4.4;NA;NA;4.4;NA;NA;NA;NA;2.503;NA;NA;2.503;-25.58;393.36;2.57;95.88;
Er24-1N;Erythemis;NicksPond;7/30/2015;1;4.4;NA;NA;4.4;NA;NA;NA;NA;3.03;NA;NA;3.03;-27.82;558.3;2.08;144.21;
Er2-1N;Erythemis;NicksPond;7/30/2015;1;4.5;NA;NA;4.5;NA;NA;NA;NA;2.69;NA;NA;2.69;-30.57;597.43;2.25;154.51;
Er26-1J;Erythemis;DC108_1;09/04/2013;1;4.5;NA;NA;4.5;NA;NA;NA;NA;3.08;NA;NA;3.08;-29.34;452.28;1.9;116.88;
Er62-1O;Erythemis;NicksPond;7/30/2015;1;4.5;NA;NA;4.5;NA;NA;NA;NA;3.204;NA;NA;3.204;-28.36;381.22;2.07;92.7;
E5;Erythemis;NicksPond;7/14/2015;1;4.5;NA;NA;4.5;NA;NA;NA;NA;3.412;NA;NA;3.412;-28.26;513.41;3.3;138.14;
Er44-1J;Erythemis;DC108_1;09/04/2013;1;4.6;NA;NA;4.6;NA;NA;NA;NA;2.57;NA;NA;2.57;-30.41;461.87;1.15;100.75;
Er50-1J;Erythemis;DC108_1;09/04/2013;1;4.6;NA;NA;4.6;NA;NA;NA;NA;2.68;NA;NA;2.68;-29.08;657.75;1.13;156.24;
E12;Erythemis;NicksPond;7/14/2015;1;4.6;NA;NA;4.6;NA;NA;NA;NA;3.728;NA;NA;3.728;-29.66;429.82;2.83;119.65;
Er16-1N;Erythemis;NicksPond;7/30/2015;1;4.7;NA;NA;4.7;NA;NA;NA;NA;3.12;NA;NA;3.12;-28.07;701.25;1.97;179.54;
Er35-1J;Erythemis;DC108_1;09/04/2013;1;4.7;NA;NA;4.7;NA;NA;NA;NA;3.38;NA;NA;3.38;-30.08;548.59;2.03;131.52;
Er17-1D;Erythemis;Huntsville;08/10/2010;1;4.8;NA;NA;4.8;NA;NA;NA;NA;2.966;NA;NA;2.966;-25.91;350.41;2.53;83.87;
Er23-1N;Erythemis;NicksPond;7/30/2015;1;4.8;NA;NA;4.8;NA;NA;NA;NA;3.223;NA;NA;3.223;-29.24;501.98;2.6;126.97;
Er51-1D;Erythemis;Huntsville;08/10/2010;1;4.9;NA;NA;4.9;NA;NA;NA;NA;3.395;NA;NA;3.395;-27.67;511.03;3.52;134.58;
E93;Erythemis;NicksPond;7/14/2015;1;5.2;NA;NA;5.2;NA;NA;NA;NA;2.944;NA;NA;2.944;-28.96;581.12;3.48;143.07;
Er57-1O;Erythemis;NicksPond;7/30/2015;1;5.2;NA;NA;5.2;NA;NA;NA;NA;2.99;NA;NA;2.99;-31.32;638.11;2.01;159.05;
Er14-1D;Erythemis;Huntsville;08/10/2010;1;5.2;NA;NA;5.2;NA;NA;NA;NA;3.007;NA;NA;3.007;-28.01;422.42;2.71;98.21;
Er54;Erythemis;NicksPond;7/30/2015;1;5.2;NA;NA;5.2;NA;NA;NA;NA;3.055;NA;NA;3.055;-30.68;324.52;2.81;81.78;
Er31-1J;Erythemis;DC108_1;09/04/2013;1;5.2;NA;NA;5.2;NA;NA;NA;NA;3.26;NA;NA;3.26;-29.76;390.7;1.5;98.26;
Er57-1J;Erythemis;DC108_1;09/04/2013;1;5.3;NA;NA;5.3;NA;NA;NA;NA;2.87;NA;NA;2.87;-29.86;643.63;2.42;152.88;
Er29-1N;Erythemis;NicksPond;7/30/2015;1;5.3;NA;NA;5.3;NA;NA;NA;NA;3.034;NA;NA;3.034;-30.12;350.45;2.84;84.46;
E31;Erythemis;NicksPond;7/14/2015;1;5.3;NA;NA;5.3;NA;NA;NA;NA;3.921;NA;NA;3.921;-28.24;609.5;3.39;151.06;
Er18-1N;Erythemis;NicksPond;7/30/2015;1;5.4;NA;NA;5.4;NA;NA;NA;NA;3.085;NA;NA;3.085;-29.42;520.37;3.2;130.42;
Er30-1J;Erythemis;DC108_1;09/04/2013;1;5.4;NA;NA;5.4;NA;NA;NA;NA;3.43;NA;NA;3.43;-29.36;426.75;2.34;107.97;
Er59-1J;Erythemis;DC108_1;09/04/2013;1;5.5;NA;NA;5.5;NA;NA;NA;NA;2.66;NA;NA;2.66;-29.83;520.67;1.84;122.52;
Er13-1D;Erythemis;Huntsville;08/10/2010;1;5.5;NA;NA;5.5;NA;NA;NA;NA;3.01;NA;NA;3.01;-26.52;479.63;2.6;111.25;
E32;Erythemis;NicksPond;7/14/2015;1;5.5;NA;NA;5.5;NA;NA;NA;NA;3.68;NA;NA;3.68;-28.31;619.26;2.65;154.5;
Er23-1J;Erythemis;DC108_1;09/04/2013;1;5.7;NA;NA;5.7;NA;NA;NA;NA;3.15;NA;NA;3.15;-29.83;428.88;2.02;108.87;
E26;Erythemis;NicksPond;7/14/2015;1;5.7;NA;NA;5.7;NA;NA;NA;NA;3.609;NA;NA;3.609;-28.52;667.09;2.92;174.92;
Er9-1N;Erythemis;NicksPond;7/30/2015;1;5.8;NA;NA;5.8;NA;NA;NA;NA;3.114;NA;NA;3.114;-28.84;421.16;2.53;106.49;
Er58-1O;Erythemis;NicksPond;7/30/2015;1;5.9;NA;NA;5.9;NA;NA;NA;NA;3.006;NA;NA;3.006;-32.13;484.62;2.45;117.64;
Er56-1O;Erythemis;NicksPond;7/30/2015;1;5.9;NA;NA;5.9;NA;NA;NA;NA;3.106;NA;NA;3.106;-28.62;680.91;1.89;170.72;
E24;Erythemis;NicksPond;7/14/2015;1;5.9;NA;NA;5.9;NA;NA;NA;NA;3.867;NA;NA;3.867;-26.32;434.1;2.48;116.69;
Er39-1J;Erythemis;DC108_1;09/04/2013;1;6;NA;NA;6;NA;NA;NA;NA;3.42;NA;NA;3.42;-30.06;584.13;1.64;139.4;
Er3-1N;Erythemis;NicksPond;7/30/2015;1;6.3;NA;NA;6.3;NA;NA;NA;NA;3.11;NA;NA;3.11;-30.32;635.59;3.44;161.36;
E8;Erythemis;NicksPond;7/14/2015;1;6.4;NA;NA;6.4;NA;NA;NA;NA;4.854;NA;NA;4.854;-28.95;730.43;3.62;201.84;
E91;Erythemis;NicksPond;7/14/2015;1;6.5;NA;NA;6.5;NA;NA;NA;NA;3.011;NA;NA;3.011;-28.06;653.07;2.82;172.73;
Er26-1N;Erythemis;NicksPond;7/30/2015;1;6.5;NA;NA;6.5;NA;NA;NA;NA;3.192;NA;NA;3.192;-28.91;505.22;2.47;125.81;
Er27-1N;Erythemis;NicksPond;7/30/2015;1;6.5;NA;NA;6.5;NA;NA;NA;NA;3.777;NA;NA;3.777;-29.08;492.25;2.01;131.58;
E25;Erythemis;NicksPond;7/14/2015;1;6.6;NA;NA;6.6;NA;NA;NA;NA;3.921;NA;NA;3.921;-30.17;719.49;2.78;190.82;
Er10-1N;Erythemis;NicksPond;7/30/2015;1;6.7;NA;NA;6.7;NA;NA;NA;NA;2.878;NA;NA;2.878;-29.53;494.41;1.9;123.51;
Er1-1N;Erythemis;NicksPond;7/30/2015;1;6.8;NA;NA;6.8;NA;NA;NA;NA;2.96;NA;NA;2.96;-27.32;637.77;1.8;162.5;
Er59-1O;Erythemis;NicksPond;7/30/2015;1;7;NA;NA;7;NA;NA;NA;NA;3.79;NA;NA;3.79;-27.55;654.55;2.13;169.55;
Er60-1O;Erythemis;NicksPond;7/30/2015;1;7.1;NA;NA;7.1;NA;NA;NA;NA;3.13;NA;NA;3.13;-27.53;605.29;2.26;145.02;
Er8-1N;Erythemis;NicksPond;7/30/2015;1;7.2;NA;NA;7.2;NA;NA;NA;NA;2.975;NA;NA;2.975;-27.9;580.03;3.03;145.36;
Er14-1N;Erythemis;NicksPond;7/30/2015;1;7.2;NA;NA;7.2;NA;NA;NA;NA;3.031;NA;NA;3.031;-28.89;774.94;1.99;195.35;
Er28-1J;Erythemis;DC108_1;09/04/2013;1;7.2;NA;NA;7.2;NA;NA;NA;NA;3.18;NA;NA;3.18;-29.26;719.86;1.24;174.17;
E1;Erythemis;NicksPond;7/14/2015;1;7.2;NA;NA;7.2;NA;NA;NA;NA;5.05;NA;NA;5.05;-28.65;797.4;2.74;203.83;
Er61-1D;Erythemis;Huntsville;08/10/2010;1;7.3;NA;NA;7.3;NA;NA;NA;NA;3.699;NA;NA;3.699;-27.24;392.28;2.6;100.28;
Er17-1N;Erythemis;NicksPond;7/30/2015;1;7.4;NA;NA;7.4;NA;NA;NA;NA;3.032;NA;NA;3.032;-27.14;641.05;1.81;161.36;
Er61-1O;Erythemis;NicksPond;7/30/2015;1;7.6;NA;NA;7.6;NA;NA;NA;NA;3.086;NA;NA;3.086;-30.12;728.26;1.67;175.38;
Er69-1D;Erythemis;Huntsville;08/10/2010;1;7.6;NA;NA;7.6;NA;NA;NA;NA;3.395;NA;NA;3.395;-26.53;460.18;2.74;112.46;
Er19-1N;Erythemis;NicksPond;7/30/2015;1;7.8;NA;NA;7.8;NA;NA;NA;NA;3.107;NA;NA;3.107;-29.36;629.04;3;152.23;
Er70-1D;Erythemis;Huntsville;08/10/2010;1;7.9;NA;NA;7.9;NA;NA;NA;NA;3.48;NA;NA;3.48;-27.72;488.29;2.52;123.73;
E9;Erythemis;NicksPond;7/14/2015;1;7.9;NA;NA;7.9;NA;NA;NA;NA;4.703;NA;NA;4.703;-26.46;503.73;2.37;133.16;
Er6-1D;Erythemis;Huntsville;08/10/2010;1;8;NA;NA;8;NA;NA;NA;NA;3.614;NA;NA;3.614;-26;739.31;2.42;182.17;
Er23-1D;Erythemis;Huntsville;08/10/2010;1;8.5;NA;NA;8.5;NA;NA;NA;NA;3.404;NA;NA;3.404;-26.93;443.98;2.66;114.28;
Er33;Erythemis;Huntsville;08/10/2010;1;8.6;NA;NA;8.6;NA;NA;NA;NA;3.379;NA;NA;3.379;-26.28;364.36;2.46;88.16;
Er17-1J;Erythemis;DC108_1;09/04/2013;1;8.7;NA;NA;8.7;NA;NA;NA;NA;3.93;NA;NA;3.93;-31.34;416.14;1.94;104.92;
Er22-1N;Erythemis;NicksPond;7/30/2015;1;8.9;NA;NA;8.9;NA;NA;NA;NA;3.219;NA;NA;3.219;-29.04;456.66;1.8;106.6;
Er20-1D;Erythemis;Huntsville;08/10/2010;1;9.2;NA;NA;9.2;NA;NA;NA;NA;3.785;NA;NA;3.785;-25.59;623.1;1.96;151.35;
Er27-1J;Erythemis;DC108_1;09/04/2013;1;9.3;NA;NA;9.3;NA;NA;NA;NA;3.4;NA;NA;3.4;-31.39;547.51;1.69;134.9;
Er8-1D;Erythemis;Huntsville;08/10/2010;1;9.3;NA;NA;9.3;NA;NA;NA;NA;3.89;NA;NA;3.89;-26.02;432.12;2.5;107.72;
Er19-1D;Erythemis;Huntsville;08/10/2010;1;9.5;NA;NA;9.5;NA;NA;NA;NA;4.259;NA;NA;4.259;-26.93;652.61;2.86;154.93;
Er28-1N;Erythemis;NicksPond;7/30/2015;1;10.1;NA;NA;10.1;NA;NA;NA;NA;3.876;NA;NA;3.876;-28.15;667.29;2.03;172.73;
Er13-1J;Erythemis;DC108_1;09/04/2013;1;10.1;NA;NA;10.1;NA;NA;NA;NA;4.23;NA;NA;4.23;-28.95;676.23;1.93;179.77;
Er20-1J;Erythemis;DC108_1;09/04/2013;1;10.3;NA;NA;10.3;NA;NA;NA;NA;3.98;NA;NA;3.98;-28.9;829.71;1.65;209.91;
Er36-1J;Erythemis;DC108_1;09/04/2013;1;10.4;NA;NA;10.4;NA;NA;NA;NA;3.68;NA;NA;3.68;-29.59;726.42;0.41;175.29;
Er62-1D;Erythemis;Huntsville;08/10/2010;1;10.4;NA;NA;10.4;NA;NA;NA;NA;3.708;NA;NA;3.708;-25.29;765.74;2.76;188.05;
Er15-1J;Erythemis;DC108_1;09/04/2013;1;10.7;NA;NA;10.7;NA;NA;NA;NA;4.23;NA;NA;4.23;-29.36;775.74;1.39;197.64;
E13;Erythemis;NicksPond;7/14/2015;1;11;NA;NA;11;NA;NA;NA;NA;5.18;NA;NA;5.18;-28.85;693.26;2.73;177.86;
Er21-1N;Erythemis;NicksPond;7/30/2015;1;11.8;NA;NA;11.8;NA;NA;NA;NA;3.781;NA;NA;3.781;-27.93;695.77;1.88;176.14;
Er12-1J;Erythemis;DC108_1;09/04/2013;1;12;NA;NA;12;NA;NA;NA;NA;4.1;NA;NA;4.1;-29.6;835.23;1.97;213.25;
Er18-1J;Erythemis;DC108_1;09/04/2013;1;12.1;NA;NA;12.1;NA;NA;NA;NA;4.15;NA;NA;4.15;-29.6;675.14;1.57;166.33;
Er7-1D;Erythemis;Huntsville;08/10/2010;1;12.8;NA;NA;12.8;NA;NA;NA;NA;4.52;NA;NA;4.52;-27.17;438.59;2.76;110.88;
E18;Erythemis;NicksPond;7/14/2015;1;12.9;NA;NA;12.9;NA;NA;NA;NA;4.966;NA;NA;4.966;-28.57;866.94;2.22;222.07;
Er11-1J;Erythemis;DC108_1;09/04/2013;1;13;NA;NA;13;NA;NA;NA;NA;4.16;NA;NA;4.16;-29.6;636.04;2.34;160.73;
E11;Erythemis;NicksPond;7/14/2015;1;13.6;NA;NA;13.6;NA;NA;NA;NA;5.045;NA;NA;5.045;-28.59;740.29;3.34;191.61;
Er19-1J;Erythemis;DC108_1;09/04/2013;1;13.8;NA;NA;13.8;NA;NA;NA;NA;4.16;NA;NA;4.16;-29.41;689.3;2.06;173.05;
Er9-1J;Erythemis;DC108_1;09/04/2013;1;14.1;NA;NA;14.1;NA;NA;NA;NA;4.56;NA;NA;4.56;-29.61;618.71;1.85;154;
Er25-1J;Erythemis;DC108_1;09/04/2013;1;15.2;NA;NA;15.2;NA;NA;NA;NA;3.94;NA;NA;3.94;-31.48;712.21;1.65;167.45;
Er48-1D;Erythemis;Huntsville;08/10/2010;1;15.4;NA;NA;15.4;NA;NA;NA;NA;4.524;NA;NA;4.524;-26.06;588.19;2.81;147.77;
Er16-1J;Erythemis;DC108_1;09/04/2013;1;15.6;NA;NA;15.6;NA;NA;NA;NA;4.17;NA;NA;4.17;-29.47;564.72;1.74;139.4;
Er24-1J;Erythemis;DC108_1;09/04/2013;1;16.9;NA;NA;16.9;NA;NA;NA;NA;4.03;NA;NA;4.03;-29.53;941.81;1.71;227.72;
Er14-1J;Erythemis;DC108_1;09/04/2013;1;17.3;NA;NA;17.3;NA;NA;NA;NA;3.88;NA;NA;3.88;-29.52;731.89;1.57;184.24;
Er47-1D;Erythemis;Huntsville;08/10/2010;1;17.3;NA;NA;17.3;NA;NA;NA;NA;4.363;NA;NA;4.363;-26.16;790.02;2.56;191.57;
Er21-1J;Erythemis;DC108_1;09/04/2013;1;18.2;NA;NA;18.2;NA;NA;NA;NA;4.06;NA;NA;4.06;-30.05;796.64;2.46;194.29;
Er22-1J;Erythemis;DC108_1;09/04/2013;1;18.2;NA;NA;18.2;NA;NA;NA;NA;4.59;NA;NA;4.59;-29.83;741.74;1.97;175.29;
Er8-1J;Erythemis;DC108_1;09/04/2013;1;20;NA;NA;20;NA;NA;NA;NA;4.69;NA;NA;4.69;-29.56;703.48;1.58;175.29;
Er34;Erythemis;Huntsville;08/10/2010;1;21.2;NA;NA;21.2;NA;NA;NA;NA;4.619;NA;NA;4.619;-26.2;740.41;2.59;181;
Er10-1J;Erythemis;DC108_1;09/04/2013;1;23.2;NA;NA;23.2;NA;NA;NA;NA;3.87;NA;NA;3.87;-30.24;437.38;2.04;99.16;
Er20-1N;Erythemis;NicksPond;7/30/2015;1;NA;NA;NA;NA;NA;NA;NA;NA;4.497;NA;NA;4.497;-27.6;617.04;2.04;148.8;
H49;Hyla.versicolor;DC108_1;06/10/2015;4;4.3;NA;NA;4.3;NA;NA;NA;NA;NA;NA;NA;NA;-35.16;224.07;1.66;31.98;
H48;Hyla.versicolor;DC108_1;06/10/2015;4;5.3;NA;NA;5.3;NA;NA;NA;NA;NA;NA;NA;NA;-30.78;568.33;1.86;146.32;
H47;Hyla.versicolor;DC108_1;06/10/2015;4;8;NA;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;-30.21;351.89;1.7;96.2;
H45;Hyla.versicolor;DC108_1;06/10/2015;4;9;NA;NA;9;NA;NA;NA;NA;NA;NA;NA;NA;-29.01;465.66;1.86;135.56;
H46;Hyla.versicolor;DC108_1;06/10/2015;4;9.2;NA;NA;9.2;NA;NA;NA;NA;NA;NA;NA;NA;-29.35;612.84;1.78;174.81;
H44;Hyla.versicolor;DC108_1;06/10/2015;4;9.9;NA;NA;9.9;NA;NA;NA;NA;NA;NA;NA;NA;-30.14;616.1;1.63;179.53;
H36;Hyla.versicolor;DC108_1;06/10/2015;1;10.2;NA;NA;10.2;5.717;NA;NA;5.717;NA;NA;NA;NA;-29.82;418.34;1.51;122.34;
H43;Hyla.versicolor;DC108_1;06/10/2015;4;11.6;NA;NA;11.6;NA;NA;NA;NA;NA;NA;NA;NA;-29.59;423.71;1.79;121.38;
H33;Hyla.versicolor;DC108_1;06/10/2015;1;12.8;NA;NA;12.8;6.819;NA;NA;6.819;NA;NA;NA;NA;-29.86;650.94;1.74;191.29;
H39;Hyla.versicolor;DC108_1;06/10/2015;2;13.3;NA;NA;13.3;NA;NA;NA;NA;NA;NA;NA;NA;-30.73;97.3;1.31;26.75;SM
H41;Hyla.versicolor;DC108_1;06/10/2015;2;13.5;NA;NA;13.5;NA;NA;NA;NA;NA;NA;NA;NA;-30.09;738.34;1.65;212.31;
H35;Hyla.versicolor;DC108_1;06/10/2015;1;13.7;NA;NA;13.7;6.222;NA;NA;6.222;NA;NA;NA;NA;-29.79;515.29;1.42;145.13;
H34;Hyla.versicolor;DC108_1;06/10/2015;1;14.4;NA;NA;14.4;7.674;NA;NA;7.674;NA;NA;NA;NA;-30.14;507.73;0.88;149.9;
H42;Hyla.versicolor;DC108_1;06/10/2015;3;14.8;NA;NA;14.8;NA;NA;NA;NA;NA;NA;NA;NA;-30.49;807.5;2.23;212.31;
H38;Hyla.versicolor;DC108_1;06/10/2015;2;15.1;NA;NA;15.1;NA;NA;NA;NA;NA;NA;NA;NA;-29.61;412.97;1.75;120.42;
H32;Hyla.versicolor;DC108_1;06/10/2015;1;15.5;NA;NA;15.5;6.784;NA;NA;6.784;NA;NA;NA;NA;-31.18;505.57;1.15;146.32;
H40;Hyla.versicolor;DC108_1;06/10/2015;3;16.7;NA;NA;16.7;NA;NA;NA;NA;NA;NA;NA;NA;-30.72;577.01;1.73;162.98;
H31;Hyla.versicolor;DC108_1;06/10/2015;1;16.9;NA;NA;16.9;7.783;NA;NA;7.783;NA;NA;NA;NA;-31.23;605.23;1.03;170.09;
H37;Hyla.versicolor;DC108_1;06/10/2015;2;18.4;NA;NA;18.4;NA;NA;NA;NA;NA;NA;NA;NA;-29.47;681.47;1.62;205.32;
H29;Hyla.versicolor;DC108_1;06/10/2015;1;19.2;NA;NA;19.2;7.625;NA;NA;7.625;NA;NA;NA;NA;-33.53;769.05;2.15;211.15;
H28;Hyla.versicolor;DC108_1;06/10/2015;1;21.5;NA;NA;21.5;8.445;NA;NA;8.445;NA;NA;NA;NA;-30.92;741.63;1.81;204.16;
H22;Hyla.versicolor;DC108_1;06/10/2015;1;23.1;NA;NA;23.1;8.547;NA;NA;8.547;NA;NA;NA;NA;-30.11;684.75;1.75;201.82;
H27;Hyla.versicolor;DC108_1;06/10/2015;1;23.8;NA;NA;23.8;7.725;NA;NA;7.725;NA;NA;NA;NA;-30.03;628.07;1.61;162.98;
H30;Hyla.versicolor;DC108_1;06/10/2015;1;25.4;NA;NA;25.4;7.682;NA;NA;7.682;NA;NA;NA;NA;-30.76;515.29;1.84;143.94;
H25;Hyla.versicolor;DC108_1;06/10/2015;1;26.5;NA;NA;26.5;9.218;NA;NA;9.218;NA;NA;NA;NA;-32.36;963.34;1.62;277.73;
