ID;Species;Location;Date.Collected;NoIndiv;Dry.Mass.mg;Dry.Mass.mg.Average;Dry.Mass.mg.Range.;DryMass;Body.Length.mm;Body.Length.mm.Average;Body.Length.mm.Range;BodyL;Head.Width.mm;Head.Width.mm.Average;Head.Width.mm.Range;HeadW;d13C;C Amount (ug);d15N;N.Amount.ug;Issues
R15;Rana.sphenocephala;DC108_1;06/10/2015;1;52.9;NA;NA;52.9;13.999;NA;NA;13.999;NA;NA;NA;NA;-33.38;522.55;1.86;137;
R13;Rana.sphenocephala;DC108_1;06/10/2015;1;87.2;NA;NA;87.2;18.298;NA;NA;18.298;NA;NA;NA;NA;-31.31;836.1;1.93;237.59;
R12;Rana.sphenocephala;DC108_1;06/10/2015;1;88;NA;NA;88;18.526;NA;NA;18.526;NA;NA;NA;NA;-31.18;694.68;2.57;149.74;
R11;Rana.sphenocephala;DC108_1;06/10/2015;1;410;NA;NA;410;23.592;NA;NA;23.592;NA;NA;NA;NA;-32.89;994.71;2.63;212.73;
R10;Rana.sphenocephala;DC108_1;06/10/2015;1;560.7;NA;NA;560.7;26.802;NA;NA;26.802;NA;NA;NA;NA;-31.68;694.68;2.66;149.74;
R8;Rana.sphenocephala;DC108_1;06/10/2015;1;579.6;NA;NA;579.6;25.249;NA;NA;25.249;NA;NA;NA;NA;-31.52;789.88;2.11;156.67;
R7;Rana.sphenocephala;DC108_1;06/10/2015;1;615.7;NA;NA;615.7;27.825;NA;NA;27.825;NA;NA;NA;NA;-33.82;1009.23;2.38;209.33;
R9;Rana.sphenocephala;DC108_1;06/10/2015;1;672.4;NA;NA;672.4;27.707;NA;NA;27.707;NA;NA;NA;NA;-31.05;536.53;2.63;119.89;
R4;Rana.sphenocephala;DC108_1;06/10/2015;1;781.4;NA;NA;781.4;28.282;NA;NA;28.282;NA;NA;NA;NA;-34.7;511.8;1.92;99.05;
R1;Rana.sphenocephala;DC108_1;06/10/2015;1;991.4;NA;NA;991.4;30.288;NA;NA;30.288;NA;NA;NA;NA;-32.86;950.15;2.76;183.11;
R3;Rana.sphenocephala;DC108_1;06/10/2015;1;1006.2;NA;NA;1006.2;25.543;NA;NA;25.543;NA;NA;NA;NA;-30.64;471.05;3.2;82.46;
R2;Rana.sphenocephala;DC108_1;06/10/2015;1;1006.7;NA;NA;1006.7;28.766;NA;NA;28.766;NA;NA;NA;NA;-31.96;446.46;3.28;82.7;
R5;Rana.sphenocephala;DC108_1;06/10/2015;1;1009.1;NA;NA;1009.1;27.48;NA;NA;27.48;NA;NA;NA;NA;-30.21;684.87;3.58;149.74;
R6;Rana.sphenocephala;DC108_1;06/10/2015;1;1107;NA;NA;1107;23.33;NA;NA;23.33;NA;NA;NA;NA;-32.89;847.13;3.1;121.87;
R25;Rana.sphenocephala;DC108_1;06/10/2015;1;NA;NA;NA;NA;10.403;NA;NA;10.403;NA;NA;NA;NA;-29.67;427.24;2.82;107.85;
R26;Rana.sphenocephala;DC108_1;06/10/2015;1;NA;NA;NA;NA;12.414;NA;NA;12.414;NA;NA;NA;NA;-35.26;766.84;2.08;221.8;
TB1 andTB 4;Tiger.Beetle;Huntsville;09/01/2013;2;0.29,0.41;0.35;0.12;0.35;3.48,3.58;3.53;0.1;3.53;NA;NA;NA;NA;-27.6;274.64;3.21;72.54;
TB38;Tiger.Beetle;Huntsville;09/01/2013;1;0.44;NA;NA;0.44;3.24;NA;NA;3.24;NA;NA;NA;NA;-26.4;970;1.83;222.76;
TB23;Tiger.Beetle;Huntsville;09/01/2013;1;0.52;NA;NA;0.52;3.49;NA;NA;3.49;NA;NA;NA;NA;-29.48;290.44;2.46;68.16;
TB13;Tiger.Beetle;Huntsville;09/01/2013;1;0.65;NA;NA;0.65;4.82;NA;NA;4.82;NA;NA;NA;NA;-25.74;286.22;3.09;78.33;
TB30;Tiger.Beetle;Huntsville;09/01/2013;1;0.75;NA;NA;0.75;3.95;NA;NA;3.95;NA;NA;NA;NA;-21.83;498.01;2.78;106.28;
TB9;Tiger.Beetle;Huntsville;09/01/2013;1;0.77;NA;NA;0.77;4.32;NA;NA;4.32;NA;NA;NA;NA;-19.24;345.4;2.15;88.94;
TB27;Tiger.Beetle;Huntsville;09/01/2013;1;1.32;NA;NA;1.32;4.82;NA;NA;4.82;NA;NA;NA;NA;-30.2;545.58;2.75;136.76;
TB21;Tiger.Beetle;Huntsville;09/01/2013;1;1.34;NA;NA;1.34;4.73;NA;NA;4.73;NA;NA;NA;NA;-30.44;487.12;2.97;124.2;
TB7;Tiger.Beetle;Huntsville;09/01/2013;1;1.41;NA;NA;1.41;4.83;NA;NA;4.83;NA;NA;NA;NA;-26.52;600.2;3.99;143.95;
TB20;Tiger.Beetle;Huntsville;09/01/2013;1;1.43;NA;NA;1.43;4.95;NA;NA;4.95;NA;NA;NA;NA;-26.25;598.03;1.81;149.74;
TB39;Tiger.Beetle;Huntsville;09/01/2013;1;1.94;NA;NA;1.94;6.33;NA;NA;6.33;NA;NA;NA;NA;-30.73;782.22;1.82;213.48;
TB8;Tiger.Beetle;Huntsville;09/01/2013;1;2;NA;NA;2;8.46;NA;NA;8.46;NA;NA;NA;NA;-29.93;957.94;1.8;245.46;
TB34;Tiger.Beetle;Huntsville;09/01/2013;1;2.08;NA;NA;2.08;5.14;NA;NA;5.14;NA;NA;NA;NA;-30.92;829.52;2.34;220.44;
TB19;Tiger.Beetle;Huntsville;09/01/2013;1;2.54;NA;NA;2.54;6.95;NA;NA;6.95;NA;NA;NA;NA;-30.29;641.38;2.74;153.21;
TB14;Tiger.Beetle;Huntsville;09/01/2013;1;3.32;NA;NA;3.32;6.16;NA;NA;6.16;NA;NA;NA;NA;-29.46;103.54;2.24;24.41;
TB28;Tiger.Beetle;Huntsville;09/01/2013;1;4.25;NA;NA;4.25;7.16;NA;NA;7.16;NA;NA;NA;NA;-19.79;158.44;1.32;37.82;
TB5;Tiger.Beetle;Huntsville;09/01/2013;1;6.29;NA;NA;6.29;8.7;NA;NA;8.7;NA;NA;NA;NA;-25.36;517.17;2.34;124.2;
TB16;Tiger.Beetle;Huntsville;09/01/2013;1;8.31;NA;NA;8.31;10.28;NA;NA;10.28;NA;NA;NA;NA;-27.22;563.47;2.52;133.51;
TB17;Tiger.Beetle;Huntsville;09/01/2013;1;8.62;NA;NA;8.62;8.88;NA;NA;8.88;NA;NA;NA;NA;-27.3;491.41;3.43;121.87;
TB36;Tiger.Beetle;Huntsville;09/01/2013;1;10.36;NA;NA;10.36;8.8;NA;NA;8.8;NA;NA;NA;NA;-23.92;649.85;1.63;155.86;
TB18;Tiger.Beetle;Huntsville;09/01/2013;1;11.8;NA;NA;11.8;9.7;NA;NA;9.7;NA;NA;NA;NA;-26.38;795.38;3;194.54;
TB35;Tiger.Beetle;Huntsville;09/01/2013;1;12.05;NA;NA;12.05;11.51;NA;NA;11.51;NA;NA;NA;NA;-25.09;695.67;1.86;178.35;
TB15;Tiger.Beetle;Huntsville;09/01/2013;1;12.62;NA;NA;12.62;8.95;NA;NA;8.95;NA;NA;NA;NA;-26.84;842.72;2.9;225.19;
TB6;Tiger.Beetle;Huntsville;09/01/2013;1;12.74;NA;NA;12.74;8.65;NA;NA;8.65;NA;NA;NA;NA;-25.96;552.69;2.05;131.19;
TB31;Tiger.Beetle;Huntsville;09/01/2013;1;13.14;NA;NA;13.14;11.72;NA;NA;11.72;NA;NA;NA;NA;-27.08;490.46;2.12;124.75;
TB2;Tiger.Beetle;Huntsville;09/01/2013;1;13.6;NA;NA;13.6;9.08;NA;NA;9.08;NA;NA;NA;NA;-28.55;743.83;1.5;163.59;
TB32;Tiger.Beetle;Huntsville;09/01/2013;1;13.6;NA;NA;13.6;10.49;NA;NA;10.49;NA;NA;NA;NA;-28.36;587.86;2.45;141.55;
TB11;Tiger.Beetle;Huntsville;09/01/2013;1;14.33;NA;NA;14.33;13.26;NA;NA;13.26;NA;NA;NA;NA;-26.25;689.23;1.9;171.64;
TB22;Tiger.Beetle;Huntsville;09/01/2013;1;14.74;NA;NA;14.74;10.12;NA;NA;10.12;NA;NA;NA;NA;-27.89;815.17;2.3;185.4;
TB25;Tiger.Beetle;Huntsville;09/01/2013;1;14.87;NA;NA;14.87;9.46;NA;NA;9.46;NA;NA;NA;NA;-27.83;433.65;1.58;103.04;
TB37;Tiger.Beetle;Huntsville;09/01/2013;1;17.98;NA;NA;17.98;10.96;NA;NA;10.96;NA;NA;NA;NA;-24.76;830.62;1.99;187.77;
TB3;Tiger.Beetle;Huntsville;09/01/2013;1;18;NA;NA;18;10.92;NA;NA;10.92;NA;NA;NA;NA;-25.76;851.54;2.2;200.23;
TB29;Tiger.Beetle;Huntsville;09/01/2013;1;19.33;NA;NA;19.33;12.44;NA;NA;12.44;NA;NA;NA;NA;-26.38;1050.17;1.79;258.4;
TB33;Tiger.Beetle;Huntsville;09/01/2013;1;20.46;NA;NA;20.46;10.66;NA;NA;10.66;NA;NA;NA;NA;-32.29;924.52;1.83;227.39;
TB10;Tiger.Beetle;Huntsville;09/01/2013;1;21.31;NA;NA;21.31;10.18;NA;NA;10.18;NA;NA;NA;NA;-30.14;536.53;2.16;120.47;
TB12;Tiger.Beetle;Huntsville;09/01/2013;1;21.42;NA;NA;21.42;9.2;NA;NA;9.2;NA;NA;NA;NA;-23.4;522.55;1.4;115.33;
TB26;Tiger.Beetle;Huntsville;09/01/2013;1;24.04;NA;NA;24.04;12.28;NA;NA;12.28;NA;NA;NA;NA;-28.59;131;3.18;33.97;
TB24;Tiger.Beetle;Huntsville;09/01/2013;1;25.21;NA;NA;25.21;11.07;NA;NA;11.07;NA;NA;NA;NA;-22.7;836.1;3.57;191.11;
Tr70-1F-1F a;Tramea;NicksPond;07/07/2015;1;0.5;NA;NA;0.5;NA;NA;NA;NA;3.12;NA;NA;3.12;-29.55;586.77;3.54;155.36;
Tr26- Tr27- Tr28;Tramea;NicksPond;07/07/2015;3;0.6,0.6,0.4;0.533333333;0.2;0.533333333;NA;NA;NA;NA;2.61,2.31,2.55;2.49;0.3;2.49;-30.12;956.64;3.46;247.56;
Tr80;Tramea;NicksPond;07/07/2015;1;0.8;NA;NA;0.8;NA;NA;NA;NA;2.71;NA;NA;2.71;-30.39;567.25;3.63;149.59;
Tr72-1F-1F a;Tramea;NicksPond;07/07/2015;1;0.8;NA;NA;0.8;NA;NA;NA;NA;2.76;NA;NA;2.76;-31.6;491.61;3.31;126.42;
Tr6-1I;Tramea;DC108_1;09/04/2013;1;0.9;NA;NA;0.9;NA;NA;NA;NA;2.133;NA;NA;2.133;-27.88;506.74;1.79;132.58;
Tr91;Tramea;NicksPond;07/07/2015;1;0.9;NA;NA;0.9;NA;NA;NA;NA;2.43;NA;NA;2.43;-29.66;436.73;3.7;115.37;
Tr71-1F-1F a;Tramea;NicksPond;07/07/2015;1;1;NA;NA;1;NA;NA;NA;NA;3.11;NA;NA;3.11;-30.1;606.3;3.23;166.87;
Tr4-1I;Tramea;DC108_1;09/04/2013;1;1.1;NA;NA;1.1;NA;NA;NA;NA;3.015;NA;NA;3.015;-28.79;646.03;1.81;164.91;
Tr46-1F;Tramea;NicksPond;07/07/2015;1;1.2;NA;NA;1.2;NA;NA;NA;NA;2.64;NA;NA;2.64;-30.72;473.29;3.24;126.42;
Tr29-1F;Tramea;NicksPond;07/07/2015;1;1.2;NA;NA;1.2;NA;NA;NA;NA;2.68;NA;NA;2.68;-30.19;673.78;2.77;162.27;
Tr83;Tramea;NicksPond;07/07/2015;1;1.2;NA;NA;1.2;NA;NA;NA;NA;2.84;NA;NA;2.84;-30.29;834.96;3.37;212.55;
Tr49-1F;Tramea;NicksPond;07/07/2015;1;1.2;NA;NA;1.2;NA;NA;NA;NA;NA;NA;NA;NA;-29.31;656.34;3.31;178.35;
Tr30-1F;Tramea;NicksPond;07/07/2015;1;1.3;NA;NA;1.3;NA;NA;NA;NA;2.82;NA;NA;2.82;-30.54;685.79;3.93;177.2;
Tr74-1F-1F a;Tramea;NicksPond;07/07/2015;1;1.3;NA;NA;1.3;NA;NA;NA;NA;3.07;NA;NA;3.07;-30.06;747.04;3.34;190.93;
Tr50-1F;Tramea;NicksPond;07/07/2015;1;1.4;NA;NA;1.4;NA;NA;NA;NA;2.49;NA;NA;2.49;-29.91;409.9;3.75;113.15;
Tr77;Tramea;NicksPond;07/07/2015;1;1.4;NA;NA;1.4;NA;NA;NA;NA;2.73;NA;NA;2.73;-30.92;736.08;3.14;190.93;
Tr32-1F;Tramea;NicksPond;07/07/2015;1;1.4;NA;NA;1.4;NA;NA;NA;NA;2.83;NA;NA;2.83;-30.09;829.45;2.96;210.28;
Tr69-1F-1F a;Tramea;NicksPond;07/07/2015;1;1.4;NA;NA;1.4;NA;NA;NA;NA;3.33;NA;NA;3.33;-30.4;609.56;3.36;162.27;
Tr92;Tramea;NicksPond;07/07/2015;1;1.5;NA;NA;1.5;NA;NA;NA;NA;2.42;NA;NA;2.42;-30.27;520.74;3.32;134.55;
Tr79;Tramea;NicksPond;07/07/2015;1;1.6;NA;NA;1.6;NA;NA;NA;NA;0.278;NA;NA;0.278;-28.61;530.46;3.16;139.18;
Tr12-1I;Tramea;DC108_1;09/04/2013;1;1.6;NA;NA;1.6;NA;NA;NA;NA;2.43;NA;NA;2.43;-29.78;687.71;2.24;172.93;
Tr3-1H;Tramea;DC108_1;09/04/2013;1;1.6;NA;NA;1.6;NA;NA;NA;NA;2.731;NA;NA;2.731;-29.71;684.57;1.81;176.76;
Tr68-1F-1F a;Tramea;NicksPond;07/07/2015;1;1.6;NA;NA;1.6;NA;NA;NA;NA;2.85;NA;NA;2.85;-30.73;567.25;3.6;146.12;
Tr78;Tramea;NicksPond;07/07/2015;1;1.6;NA;NA;1.6;NA;NA;NA;NA;2.93;NA;NA;2.93;-28.85;836.06;3.5;212.55;
Tr88;Tramea;NicksPond;07/07/2015;1;1.6;NA;NA;1.6;NA;NA;NA;NA;3.34;NA;NA;3.34;-30.03;784.34;3.35;203.46;
Tr73-1F-1F a;Tramea;NicksPond;07/07/2015;1;1.7;NA;NA;1.7;NA;NA;NA;NA;2.63;NA;NA;2.63;-30.33;472.22;3.53;121.77;
Tr89;Tramea;NicksPond;07/07/2015;1;1.7;NA;NA;1.7;NA;NA;NA;NA;2.79;NA;NA;2.79;-31;715.29;3.2;176.05;
Tr75-1F-1F a;Tramea;NicksPond;07/07/2015;1;1.7;NA;NA;1.7;NA;NA;NA;NA;2.96;NA;NA;2.96;-30.07;781.05;3.23;201.19;
Tr48-1F;Tramea;NicksPond;07/07/2015;1;1.7;NA;NA;1.7;NA;NA;NA;NA;3.01;NA;NA;3.01;-30.46;593.27;3.15;151.9;
Tr63-1F;Tramea;NicksPond;07/07/2015;1;1.8;NA;NA;1.8;NA;NA;NA;NA;2.88;NA;NA;2.88;-30.08;826.14;3.27;208.01;
Tr65-1F;Tramea;NicksPond;07/07/2015;1;1.9;NA;NA;1.9;NA;NA;NA;NA;2.71;NA;NA;2.71;-30.21;772.27;3.28;192.07;
Tr76;Tramea;NicksPond;07/07/2015;1;2;NA;NA;2;NA;NA;NA;NA;2.89;NA;NA;2.89;-29.83;525.06;3.92;134.55;
Tr47-1F;Tramea;NicksPond;07/07/2015;1;2;NA;NA;2;NA;NA;NA;NA;3.06;NA;NA;3.06;-31.47;672.69;3.03;173.76;
Tr36-1F;Tramea;NicksPond;07/07/2015;1;2;NA;NA;2;NA;NA;NA;NA;3.47;NA;NA;3.47;-31.95;914.5;2.64;243.06;
Tr67- Tr85;Tramea;NicksPond;07/07/2015;2;1.7,2.3;2;0.6;2;NA;NA;NA;NA;2.99,2.92;2.955;0.07;2.955;-30.2;443.18;3.69;115.02;
Tr38- Tr47;Tramea;NicksPond;07/07/2015;2;2,2;2;0;2;NA;NA;NA;NA;3.54;NA;NA;3.54;-31;638.92;3.15;162.27;
Tr64- Tr76;Tramea;NicksPond;07/07/2015;2;2.1,2;2.05;0.1;2.05;NA;NA;NA;NA;3.03,2.89;2.96;0.14;2.96;-30.75;430.29;3.61;107.43;
Tr10- Tr11;Tramea;DC108_1;09/04/2013;2;2.4,2.3;2.35;0.1;2.35;NA;NA;NA;NA;3.258,2.498;2.878;0.76;2.878;-29.91;296.71;2.18;70.99;
Tr66- Tr90;Tramea;NicksPond;07/07/2015;2;2.4,2.5;2.45;0.1;2.45;NA;NA;NA;NA;2.93,2.92;2.925;0.01;2.925;-30.82;423.85;3.48;108.6;
Tr25- Tr34;Tramea;NicksPond;07/07/2015;2;2.7,2.4;2.55;0.3;2.55;NA;NA;NA;NA;3.82,2.79;3.305;1.03;3.305;-31.51;466.84;2.66;117.7;
Tr61- Tr84;Tramea;NicksPond;07/07/2015;2;2.7,2.7;2.7;0;2.7;NA;NA;NA;NA;3.06,3.18;3.12;0.12;3.12;-29.21;528.3;3.73;136.87;
Tr52- Tr60;Tramea;NicksPond;07/07/2015;2;2.7,2.7;2.7;0;2.7;NA;NA;NA;NA;3.71,3.22;3.465;0.49;3.465;-31.19;695.62;3.6;182.93;
Tr35- Tr37;Tramea;NicksPond;07/07/2015;2;3.2,2.6;2.9;0.6;2.9;NA;NA;NA;NA;3.78,3.19;3.485;0.59;3.485;-28.58;451.78;3.37;114.08;
Tr41- Tr42;Tramea;NicksPond;07/07/2015;2;3.2,2.8;3;0.4;3;NA;NA;NA;NA;3.83,3.6;3.715;0.23;3.715;-30.81;557.51;3.32;139.18;
Tr19- Tr22;Tramea;NicksPond;07/07/2015;2;2.9,3.2;3.05;0.3;3.05;NA;NA;NA;NA;3.68,3.85;3.765;0.17;3.765;-29.64;814.03;3.3;194.35;
Tr62-1F;Tramea;NicksPond;07/07/2015;1;3.1;NA;NA;3.1;NA;NA;NA;NA;3.26;NA;NA;3.26;-31.23;291.36;3.44;75.89;
Tr5- Tr7- Tr8;Tramea;DC108_1;09/04/2013;3;3.7,3,3.3;3.333.333.333;0.7;3.333333333;NA;NA;NA;NA;3.149,3.627,3.692;3.489.333.333;0.543;3.489.333.333;-29.63;746.08;2.38;186.64;
Tr87;Tramea;NicksPond;07/07/2015;1;3.4;NA;NA;3.4;NA;NA;NA;NA;3.97;NA;NA;3.97;-30.8;353.19;3.36;88.82;
Tr57-1F-1F a;Tramea;NicksPond;07/07/2015;1;3.7;NA;NA;3.7;NA;NA;NA;NA;3.69;NA;NA;3.69;-30.46;412.05;3.21;98.2;
Tr55-1F-1F a;Tramea;NicksPond;07/07/2015;1;3.8;NA;NA;3.8;NA;NA;NA;NA;3.84;NA;NA;3.84;-30.88;394.9;4.1;96.09;Cont
Tr51-1F;Tramea;NicksPond;07/07/2015;1;3.9;NA;NA;3.9;NA;NA;NA;NA;3.75;NA;NA;3.75;-31.53;500.23;2.82;119.44;
Tr17-1F;Tramea;NicksPond;07/07/2015;1;4.1;NA;NA;4.1;NA;NA;NA;NA;3.84;NA;NA;3.84;-31.22;388.48;2.63;86.35;
Tr40-1F;Tramea;NicksPond;07/07/2015;1;4.2;NA;NA;4.2;NA;NA;NA;NA;3.65;NA;NA;3.65;-31.9;606.3;2.37;150.74;
Tr43-1F;Tramea;NicksPond;07/07/2015;1;4.2;NA;NA;4.2;NA;NA;NA;NA;3.74;NA;NA;3.74;-31.46;536.95;3.42;128.74;
Tr59-1F;Tramea;NicksPond;07/07/2015;1;4.3;NA;NA;4.3;NA;NA;NA;NA;3.49;NA;NA;3.49;-30.94;458.23;3.15;117.11;
Tr86;Tramea;NicksPond;07/07/2015;1;4.5;NA;NA;4.5;NA;NA;NA;NA;3.43;NA;NA;3.43;-31.68;370.29;2.91;84.36;
Tr39-1F;Tramea;NicksPond;07/07/2015;1;4.5;NA;NA;4.5;NA;NA;NA;NA;3.54;NA;NA;3.54;-30.52;413.12;3.88;100.19;
Tr58-1F-1F a;Tramea;NicksPond;07/07/2015;1;4.6;NA;NA;4.6;NA;NA;NA;NA;3.41;NA;NA;3.41;-31.37;366.01;2.87;81.42;
Tr56-1F-1F a;Tramea;NicksPond;07/07/2015;1;4.9;NA;NA;4.9;NA;NA;NA;NA;3.69;NA;NA;3.69;-30.52;536.95;3.67;131.07;
Tr23-1F;Tramea;NicksPond;07/07/2015;1;5;NA;NA;5;NA;NA;NA;NA;3.74;NA;NA;3.74;-32.04;243.58;2.7;55.69;
Tr2-1F;Tramea;NicksPond;07/07/2015;1;5.1;NA;NA;5.1;NA;NA;NA;NA;4.86;NA;NA;4.86;-30.28;296.68;3.33;78.48;
Tr44-1F;Tramea;NicksPond;07/07/2015;1;5.4;NA;NA;5.4;NA;NA;NA;NA;3.74;NA;NA;3.74;-29.93;516.42;3.15;126.42;
Tr24-1F;Tramea;NicksPond;07/07/2015;1;5.6;NA;NA;5.6;NA;NA;NA;NA;3.55;NA;NA;3.55;-32.07;495.92;2.65;120.61;
Tr15-1F;Tramea;NicksPond;07/07/2015;1;5.6;NA;NA;5.6;NA;NA;NA;NA;4.97;NA;NA;4.97;-31.81;373.49;2.32;93.74;
Tr18-1F;Tramea;NicksPond;07/07/2015;1;6.1;NA;NA;6.1;NA;NA;NA;NA;4.01;NA;NA;4.01;-31.93;463.61;2.41;110.47;
Tr20-1H;Tramea;DC108_1;09/04/2013;1;6.2;NA;NA;6.2;NA;NA;NA;NA;3.631;NA;NA;3.631;-30.38;264.18;2.48;63.7;
Tr53-1F;Tramea;NicksPond;07/07/2015;1;6.3;NA;NA;6.3;NA;NA;NA;NA;3.96;NA;NA;3.96;-31.62;571.59;3.14;132.23;
Tr5-1F;Tramea;NicksPond;07/07/2015;1;6.3;NA;NA;6.3;NA;NA;NA;NA;4.96;NA;NA;4.96;-30.91;228.74;3.91;63.38;
Tr13-1F;Tramea;NicksPond;07/07/2015;1;6.4;NA;NA;6.4;NA;NA;NA;NA;4.93;NA;NA;4.93;-31.61;384.19;2.95;97.26;
Tr21-1H;Tramea;DC108_1;09/04/2013;1;6.6;NA;NA;6.6;NA;NA;NA;NA;4.319;NA;NA;4.319;-29.66;519.44;2.76;127.68;
Tr4-1F;Tramea;NicksPond;07/07/2015;1;7.4;NA;NA;7.4;NA;NA;NA;NA;5.21;NA;NA;5.21;-31.91;263.73;2.75;61.25;
Tr3-1F;Tramea;NicksPond;07/07/2015;1;7.6;NA;NA;7.6;NA;NA;NA;NA;4.46;NA;NA;4.46;-31.94;636.74;3.07;163.42;
Tr27-1H;Tramea;DC108_1;09/04/2013;1;8;NA;NA;8;NA;NA;NA;NA;4.705;NA;NA;4.705;-29.41;468.44;2.75;110.77;
Tr7-1F;Tramea;NicksPond;07/07/2015;1;8.2;NA;NA;8.2;NA;NA;NA;NA;5.22;NA;NA;5.22;-30.98;677.06;3.64;177.2;
Tr21-1F;Tramea;NicksPond;07/07/2015;1;8.6;NA;NA;8.6;NA;NA;NA;NA;4.29;NA;NA;4.29;-31.9;445.33;2.9;112.1;
Tr54-1F;Tramea;NicksPond;07/07/2015;1;8.8;NA;NA;8.8;NA;NA;NA;NA;4.42;NA;NA;4.42;-31.45;713.1;3.35;172.61;
Tr1-1F;Tramea;NicksPond;07/07/2015;1;8.8;NA;NA;8.8;NA;NA;NA;NA;5.3;NA;NA;5.3;-29.06;473.29;3.42;121.77;
Tr12-1F;Tramea;NicksPond;07/07/2015;1;9;NA;NA;9;NA;NA;NA;NA;4.03;NA;NA;4.03;-32.06;685.79;2.62;161.12;
Tr30-1E;Tramea;NicksPond;07/07/2015;1;9;NA;NA;9;NA;NA;NA;NA;5.12;NA;NA;5.12;-31.23;665.25;2.72;169.6;
Tr14-1F;Tramea;NicksPond;07/07/2015;1;9.1;NA;NA;9.1;NA;NA;NA;NA;4.93;NA;NA;4.93;-31.43;546.68;2.98;133.39;
Tr11-1F;Tramea;NicksPond;07/07/2015;1;9.3;NA;NA;9.3;NA;NA;NA;NA;4.88;NA;NA;4.88;-32.19;656.34;2.98;156.51;
Tr25-1H;Tramea;DC108_1;09/04/2013;1;9.6;NA;NA;9.6;NA;NA;NA;NA;4.423;NA;NA;4.423;-29.27;256.72;2.12;59.96;
Tr16-1F;Tramea;NicksPond;07/07/2015;1;9.8;NA;NA;9.8;NA;NA;NA;NA;3.84;NA;NA;3.84;-30.85;675.97;3.1;162.27;
Tr22-1H;Tramea;DC108_1;09/04/2013;1;9.9;NA;NA;9.9;NA;NA;NA;NA;4.502;NA;NA;4.502;-29.95;445.71;2.45;105.46;
Tr23-1H;Tramea;DC108_1;09/04/2013;1;10;NA;NA;10;NA;NA;NA;NA;3.524;NA;NA;3.524;-29.5;376.68;2.14;92.05;
Tr15-1I;Tramea;DC108_1;09/04/2013;1;10;NA;NA;10;NA;NA;NA;NA;4.54;NA;NA;4.54;-30.25;676.73;2.57;175.22;
Tr8-1F;Tramea;NicksPond;07/07/2015;1;10.2;NA;NA;10.2;NA;NA;NA;NA;5.11;NA;NA;5.11;-30.79;826.14;3.95;195.49;
Tr31-1E;Tramea;NicksPond;07/07/2015;1;11.3;NA;NA;11.3;NA;NA;NA;NA;5.53;NA;NA;5.53;-31.52;381.67;3.4;96.12;
Tr18-1I;Tramea;DC108_1;09/04/2013;1;11.6;NA;NA;11.6;NA;NA;NA;NA;4.203;NA;NA;4.203;-29.23;429.13;2.52;104.46;
Tr10-1F;Tramea;NicksPond;07/07/2015;1;11.6;NA;NA;11.6;NA;NA;NA;NA;4.72;NA;NA;4.72;-31.55;672.69;2.99;149.59;
Tr6-1F;Tramea;NicksPond;07/07/2015;1;11.9;NA;NA;11.9;NA;NA;NA;NA;5.26;NA;NA;5.26;-30.07;705.45;3.73;173.76;
Tr24-1H;Tramea;DC108_1;09/04/2013;1;12.1;NA;NA;12.1;NA;NA;NA;NA;4.075;NA;NA;4.075;-29.59;556.45;2.81;139.15;
Tr13-1C;Tramea;NicksPond;07/07/2015;1;12.5;NA;NA;12.5;NA;NA;NA;NA;5.28;NA;NA;5.28;-27.01;764.64;4.37;190.4;
Tr32-1H;Tramea;DC108_1;09/04/2013;1;12.6;NA;NA;12.6;NA;NA;NA;NA;4.766;NA;NA;4.766;-30.42;314.42;3.1;76.97;
Tr17-1I;Tramea;DC108_1;09/04/2013;1;12.9;NA;NA;12.9;NA;NA;NA;NA;4.308;NA;NA;4.308;-29.46;434.5;2.77;102.24;
Tr14-1C;Tramea;NicksPond;07/07/2015;1;12.9;NA;NA;12.9;NA;NA;NA;NA;4.79;NA;NA;4.79;-31.62;732.71;2.72;181;
Tr16-1I;Tramea;DC108_1;09/04/2013;1;13.3;NA;NA;13.3;NA;NA;NA;NA;4.653;NA;NA;4.653;-29.69;583.8;2.54;143.01;
Tr32-1E;Tramea;NicksPond;07/07/2015;1;13.5;NA;NA;13.5;NA;NA;NA;NA;4.84;NA;NA;4.84;-27.67;600.68;3.25;152.17;
Tr20-1F;Tramea;NicksPond;07/07/2015;1;13.7;NA;NA;13.7;NA;NA;NA;NA;4.96;NA;NA;4.96;-24.44;623.69;3.39;151.9;
Tr4-1B;Tramea;NicksPond;07/07/2015;1;13.7;NA;NA;13.7;NA;NA;NA;NA;5.09;NA;NA;5.09;-28.78;530.43;3.32;134.36;
Tr33-1H;Tramea;DC108_1;09/04/2013;1;13.9;NA;NA;13.9;NA;NA;NA;NA;5.924;NA;NA;5.924;-28.96;724.23;3.3;186.95;
Tr35-1H;Tramea;DC108_1;09/04/2013;1;14.1;NA;NA;14.1;NA;NA;NA;NA;5.483;NA;NA;5.483;-29.44;524.88;2.72;126.53;
Tr11-1B;Tramea;NicksPond;07/07/2015;1;15.3;NA;NA;15.3;NA;NA;NA;NA;5.36;NA;NA;5.36;-28.9;636.78;3.71;164.17;
Tr35-1E;Tramea;NicksPond;07/07/2015;1;15.7;NA;NA;15.7;NA;NA;NA;NA;5.73;NA;NA;5.73;-31.42;708.08;3.71;175.39;
